State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Gujarat,Amreli,Savarkundla,Groundnut,"Big (With Shell)",Non-FAQ,03/03/2025,5100,5400,5250
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Brinjal,Brinjal,FAQ,03/03/2025,300,500,400
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Potato,Potato,FAQ,03/03/2025,750,1000,900
Gujarat,Anand,Borsad,Paddy(Dhan)(Common),Other,FAQ,03/03/2025,1500,1850,1675
Gujarat,Anand,"Khambhat(Veg Yard Khambhat)",Banana,Amruthapani,Medium,03/03/2025,2800,3000,2950
Gujarat,Anand,"Khambhat(Veg Yard Khambhat)",Brinjal,Other,FAQ,03/03/2025,500,1500,1200
Gujarat,Anand,Tarapur,Paddy(Dhan)(Common),Other,FAQ,03/03/2025,2550,3100,2600
Gujarat,Banaskanth,Amirgadh,Wheat,White,FAQ,03/03/2025,3160,3165,3165
Gujarat,Banaskanth,Deesa,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,03/03/2025,2725,3175,3025
Gujarat,Banaskanth,Deesa(Bhildi),"Bajra(Pearl Millet/Cumbu)",Other,FAQ,03/03/2025,2865,3100,2950
Gujarat,Banaskanth,Deesa(Bhildi),"Cummin Seed(Jeera)",Other,FAQ,03/03/2025,16805,20000,19000
Gujarat,Banaskanth,Dhanera,"Castor Seed",Other,FAQ,03/03/2025,6100,6355,6245
Gujarat,Banaskanth,Diyodar,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,03/03/2025,2950,3000,2975
Gujarat,Banaskanth,Diyodar,"Bajra(Pearl Millet/Cumbu)",Other,Non-FAQ,03/03/2025,2900,2930,2910
Gujarat,Banaskanth,Palanpur,"Black Gram (Urd Beans)(Whole)",Other,FAQ,03/03/2025,5200,5200,5200
Gujarat,Banaskanth,Palanpur,Wheat,Other,FAQ,03/03/2025,2500,2970,2735
Gujarat,Banaskanth,Panthawada,"Bajra(Pearl Millet/Cumbu)",Deshi,FAQ,03/03/2025,2500,3055,2900
Gujarat,Banaskanth,Panthawada,Rajgir,Other,FAQ,03/03/2025,5000,5945,5600
Gujarat,Banaskanth,Thara,Soanf,Other,FAQ,03/03/2025,7000,7605,7302.5
Gujarat,Banaskanth,Vadgam,Mustard,Other,FAQ,03/03/2025,5255,5525,5400
Gujarat,Banaskanth,Vav,"Castor Seed",Other,FAQ,03/03/2025,6300,6400,6350
Gujarat,Banaskanth,Vav,Mustard,Other,FAQ,03/03/2025,4755,5695,5600
Gujarat,Bharuch,Ankleshwar,"Bottle gourd","Bottle Gourd",FAQ,03/03/2025,800,1200,1000
Gujarat,Bharuch,Ankleshwar,"Green Chilli","Green Chilly",FAQ,03/03/2025,2000,3200,2500
Gujarat,Bharuch,Jambusar(Kaavi),Cotton,Other,FAQ,03/03/2025,6500,7100,6800
Gujarat,Bhavnagar,"Mahuva(Station Road)","Arhar (Tur/Red Gram)(Whole)",Local,FAQ,03/03/2025,5000,7995,6500
Gujarat,Bhavnagar,"Mahuva(Station Road)","Green Gram (Moong)(Whole)",Hybrid,FAQ,03/03/2025,3500,5255,4380
Gujarat,"Chhota Udaipur","Hadad    ","Arhar (Tur/Red Gram)(Whole)",Other,FAQ,03/03/2025,7200,7550,7400
Gujarat,Dahod,Dahod,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,03/03/2025,5475,5475,5475
Gujarat,Dahod,Dahod,Maize,"White (SAFED)",FAQ,03/03/2025,2325,3570,3200
Gujarat,Dahod,Dahod,Wheat,"147 Average",FAQ,03/03/2025,2875,2970,2900
Gujarat,Dahod,Dahod,Wheat,Lokwan,FAQ,03/03/2025,2800,2900,2850
Gujarat,Dahod,"Dahod(Veg. Market)",Mint(Pudina),Mint(Pudina),FAQ,03/03/2025,2500,4000,3500
Gujarat,Dahod,Zalod(Sanjeli),Cotton,Other,Non-FAQ,03/03/2025,6800,7121,7121
Gujarat,Dahod,Zalod(Sanjeli),Paddy(Dhan)(Common),Other,Non-FAQ,03/03/2025,2350,2400,2400
Gujarat,Dahod,Zalod(Zalod),"Bengal Gram(Gram)(Whole)",Other,FAQ,03/03/2025,5200,5250,5225
Gujarat,Dahod,Zalod(Zalod),Paddy(Dhan)(Common),Other,FAQ,03/03/2025,1750,1800,1775
Gujarat,Dahod,Zalod(Zalod),Soyabean,Other,FAQ,03/03/2025,3750,3800,3775
Gujarat,Gandhinagar,Dehgam(Rekhiyal),Paddy(Dhan)(Common),Other,FAQ,03/03/2025,2200,2550,2375
Gujarat,Gandhinagar,Mansa,"Guar Seed(Cluster Beans Seed)",Split,FAQ,03/03/2025,4805,4930,4920
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)","Bhindi(Ladies Finger)",Other,FAQ,03/03/2025,4000,4000,4000
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)",Carrot,Other,FAQ,03/03/2025,1500,2000,2000
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)",Tomato,Other,FAQ,03/03/2025,400,600,600
Gujarat,"Gir Somnath",Talalagir,Guar,Other,FAQ,03/03/2025,2000,3500,3000
Gujarat,"Gir Somnath",Veraval,Mustard,Mustard,FAQ,03/03/2025,5000,5855,5525
Gujarat,"Gir Somnath",Veraval,Soyabean,Other,Non-FAQ,03/03/2025,3255,3710,3675
Gujarat,Jamnagar,Dhrol,"Bengal Gram(Gram)(Whole)",Other,FAQ,03/03/2025,4700,5170,4935
Gujarat,Jamnagar,Dhrol,Groundnut,Other,FAQ,03/03/2025,4600,5410,5005
Gujarat,Jamnagar,"Jam Jodhpur",Wheat,Lok-1,FAQ,03/03/2025,2300,2650,2500
Gujarat,Jamnagar,Kalawad,Cotton,Other,FAQ,03/03/2025,6250,7255,7130
Gujarat,Jamnagar,Kalawad,Wheat,Other,FAQ,03/03/2025,2355,2865,2625
Gujarat,Junagarh,Bhesan,Cotton,Other,FAQ,03/03/2025,5000,7350,7000
Gujarat,Junagarh,Bhesan,Wheat,Other,FAQ,03/03/2025,2250,2750,2500
Gujarat,Junagarh,Junagadh,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,03/03/2025,6400,7440,6900
Gujarat,Junagarh,Junagadh,Groundnut,Bold,FAQ,03/03/2025,4150,5340,4750
Gujarat,Junagarh,Junagadh,Groundnut,Local,FAQ,03/03/2025,4000,5220,4650
Gujarat,Junagarh,Visavadar,"Kulthi(Horse Gram)",Other,FAQ,03/03/2025,4785,5225,5005
Gujarat,Junagarh,Visavadar,Soyabean,Black,FAQ,03/03/2025,3315,3605,3460
Gujarat,Kachchh,Rapar,"Castor Seed","Castor seed",FAQ,03/03/2025,6105,6170,6135
Gujarat,Kheda,Kapadvanj,Cauliflower,Other,FAQ,03/03/2025,300,500,400
Gujarat,Kheda,Kapadvanj,Potato,Other,FAQ,03/03/2025,800,1050,900
Gujarat,Kheda,Kapadvanj,Tomato,Other,FAQ,03/03/2025,200,400,300
Gujarat,Kheda,Matar,Paddy(Dhan)(Common),Other,FAQ,03/03/2025,2580,2620,2600
Gujarat,Kheda,Nadiad,Potato,Other,FAQ,03/03/2025,1450,1600,1500
Gujarat,Kheda,Nadiad,Potato,Other,Non-FAQ,03/03/2025,1100,1300,1200
Gujarat,Kheda,Nadiad,Tomato,Other,FAQ,03/03/2025,1200,1450,1300
Gujarat,Kheda,Nadiyad(Chaklasi),Cauliflower,Cauliflower,FAQ,03/03/2025,700,800,750
Gujarat,Kheda,Nadiyad(Chaklasi),Coriander(Leaves),Coriander,FAQ,03/03/2025,1100,1150,1100
Gujarat,Kheda,Nadiyad(Chaklasi),Potato,Potato,Non-FAQ,03/03/2025,750,850,800
Gujarat,Kheda,Nadiyad(Chaklasi),Tomato,Tomato,FAQ,03/03/2025,700,1000,850
Gujarat,Kheda,Nadiyad(Piplag),"Pegeon Pea (Arhar Fali)","Pigeon Pea (Arhar Fali)",FAQ,03/03/2025,3000,3700,3500
Gujarat,Kheda,Nadiyad(Piplag),Potato,Potato,Non-FAQ,03/03/2025,800,900,850
Gujarat,Mehsana,Kadi,"Methi Seeds",Methiseeds,FAQ,03/03/2025,4900,5000,4950
Gujarat,Mehsana,Kadi,Paddy(Dhan)(Common),Paddy,FAQ,03/03/2025,2100,2350,2300
Gujarat,Mehsana,Mehsana(Jornang),Mustard,Mustard,Non-FAQ,03/03/2025,4000,5310,5225
Gujarat,Mehsana,"Mehsana(Mehsana Veg)",Cabbage,Cabbage,FAQ,03/03/2025,150,800,750
Gujarat,Mehsana,"Mehsana(Mehsana Veg)","Green Chilli","Green Chilly",FAQ,03/03/2025,700,5500,2500
Gujarat,Mehsana,"Mehsana(Mehsana Veg)",Potato,Potato,FAQ,03/03/2025,250,1200,1000
Gujarat,Mehsana,"Mehsana(Mehsana Veg)",Tomato,Tomato,FAQ,03/03/2025,200,1000,600
Gujarat,Mehsana,Unava,Mustard,Other,FAQ,03/03/2025,5125,5605,5350
Gujarat,Mehsana,Vijapur(Gojjariya),"Castor Seed",Other,FAQ,03/03/2025,6125,6175,6150
Gujarat,Mehsana,Vijapur(Gojjariya),Cotton,Other,Non-FAQ,03/03/2025,7360,7360,7360
Gujarat,Mehsana,Vijapur(Kukarvada),Wheat,Other,Non-FAQ,03/03/2025,2685,3230,3100
Gujarat,Mehsana,Vijapur(veg),Cabbage,Other,FAQ,03/03/2025,100,300,200
Gujarat,Mehsana,Vijapur(veg),"Green Chilli",Other,FAQ,03/03/2025,2000,2800,2400
Gujarat,Mehsana,Visnagar,Cotton,Other,FAQ,03/03/2025,6250,7535,6892
Gujarat,Morbi,Halvad,"Cummin Seed(Jeera)",Other,FAQ,03/03/2025,18255,20350,19250
Gujarat,Morbi,Halvad,Mustard,Mustard,FAQ,03/03/2025,4800,5300,5150
Gujarat,Morbi,Halvad,Mustard,"Rai UP",FAQ,03/03/2025,5250,6530,5700
Gujarat,Morbi,Morbi,"Bhindi(Ladies Finger)",Bhindi,FAQ,03/03/2025,2500,4000,3250
Gujarat,Morbi,Morbi,"Bitter gourd",Other,FAQ,03/03/2025,2500,3500,3000
Gujarat,Morbi,Morbi,Cabbage,Cabbage,FAQ,03/03/2025,300,500,400
Gujarat,Morbi,Morbi,"Guar Seed(Cluster Beans Seed)",Other,FAQ,03/03/2025,4620,4620,4620
Gujarat,Morbi,Morbi,Lemon,Lemon,FAQ,03/03/2025,4000,7500,5750
Gujarat,Navsari,Bilimora,"Bhindi(Ladies Finger)",Other,FAQ,03/03/2025,2500,2750,2600
Gujarat,Panchmahals,Gogamba,Cotton,Other,Non-FAQ,03/03/2025,6200,6650,6450
Gujarat,Panchmahals,Gogamba(Similiya),Maize,"Deshi Red",FAQ,03/03/2025,2500,2650,2600
Gujarat,Patan,Harij,"Castor Seed",Other,FAQ,03/03/2025,6200,6385,6290
Gujarat,Patan,Harij,Wheat,Other,FAQ,03/03/2025,2555,3055,2805
Gujarat,Patan,Radhanpur,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,03/03/2025,5000,5285,5150
Gujarat,Patan,Siddhpur,"Bajra(Pearl Millet/Cumbu)",Deshi,FAQ,03/03/2025,2555,2900,2727
Gujarat,Patan,Siddhpur,"Guar Seed(Cluster Beans Seed)",Split,FAQ,03/03/2025,3785,4850,4317
Gujarat,Porbandar,Porbandar,Apple,Apple,Large,03/03/2025,8000,12000,10000
Gujarat,Porbandar,Porbandar,Banana,Amruthapani,Large,03/03/2025,2500,3500,3000
Gujarat,Porbandar,Porbandar,"Black Gram (Urd Beans)(Whole)","Black Gram (Whole)",Non-FAQ,03/03/2025,7250,7250,7250
Gujarat,Porbandar,Porbandar,Cabbage,Cabbage,FAQ,03/03/2025,750,1250,1000
Gujarat,Porbandar,Porbandar,Ginger(Green),"Green Ginger",FAQ,03/03/2025,4000,5000,4500
Gujarat,Porbandar,Porbandar,"Green Chilli","Green Chilly",FAQ,03/03/2025,1500,2000,1750
Gujarat,Porbandar,Porbandar,"Ground Nut Seed","Ground Nut Seed",FAQ,03/03/2025,5450,5450,5450
Gujarat,Porbandar,Porbandar,"Kulthi(Horse Gram)",Other,FAQ,03/03/2025,4500,4500,4500
Gujarat,Porbandar,Porbandar,Pomegranate,Other,Large,03/03/2025,6000,10000,8000
Gujarat,Rajkot,Dhoraji,Cotton,"H.B (Unginned)",Non-FAQ,03/03/2025,5480,7230,7055
Gujarat,Rajkot,Dhoraji,Groundnut,Local,Non-FAQ,03/03/2025,3505,5055,4905
Gujarat,Rajkot,Gondal,"Corriander seed","Coriander Seed",FAQ,03/03/2025,4500,7055,6755
Gujarat,Rajkot,Gondal,"Green Gram (Moong)(Whole)","Green (Whole)",Non-FAQ,03/03/2025,3000,8455,6555
Gujarat,Rajkot,Gondal,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,03/03/2025,6255,11805,9855
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Brinjal,Brinjal,FAQ,03/03/2025,200,1500,850
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Cauliflower,Cauliflower,FAQ,03/03/2025,500,1000,750
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Guar,Gwar,FAQ,03/03/2025,2000,7000,4500
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Guava,Guava,Medium,03/03/2025,2000,4000,3000
Gujarat,Rajkot,Jasdan,Beans,Other,FAQ,03/03/2025,2250,5000,4750
Gujarat,Rajkot,Jasdan,"Castor Seed","Castor seed",FAQ,03/03/2025,4500,5900,5650
Gujarat,Rajkot,Jasdan,Garlic,Garlic,FAQ,03/03/2025,3500,3500,3500
Gujarat,Rajkot,Jasdan,"Green Gram (Moong)(Whole)","Green Gram Dhall-I",FAQ,03/03/2025,5500,5500,5500
Gujarat,Rajkot,Jasdan,"Ground Nut Seed","Ground Nut Seed",FAQ,03/03/2025,105,121.1,113
Gujarat,Rajkot,Jasdan,Groundnut,G20,FAQ,03/03/2025,4000,5595,5200
Gujarat,Rajkot,Jasdan,Jowar(Sorghum),"Jowar ( White)",FAQ,03/03/2025,1500,4650,4250
Gujarat,Rajkot,Jasdan,"Sesamum(Sesame,Gingelly,Til)",White,Non-FAQ,03/03/2025,5500,10170,9500
Gujarat,Rajkot,Jasdan,Soyabean,Other,Non-FAQ,03/03/2025,3250,3650,3600
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Garlic,Garlic,FAQ,03/03/2025,2305,6180,4750
Gujarat,Rajkot,Rajkot,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,03/03/2025,4750,5300,5175
Gujarat,Rajkot,Rajkot,"Black Gram (Urd Beans)(Whole)",Desi,FAQ,03/03/2025,6105,7940,7500
Gujarat,Rajkot,Rajkot,Cotton,"Narma BT Cotton",FAQ,03/03/2025,6750,7350,7200
Gujarat,Rajkot,Rajkot,Garlic,Garlic,FAQ,03/03/2025,4000,7000,6000
Gujarat,Rajkot,Rajkot,"Green Gram (Moong)(Whole)","Green (Whole)",FAQ,03/03/2025,6500,7940,7750
Gujarat,Rajkot,Rajkot,Mustard,Mustard,FAQ,03/03/2025,4750,5300,5100
Gujarat,Rajkot,Rajkot,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,03/03/2025,8500,11275,10200
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)","Bhindi(Ladies Finger)",Bhindi,FAQ,03/03/2025,4000,5000,4500
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Brinjal,Brinjal,FAQ,03/03/2025,1500,3000,2250
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)","Green Chilli","Green Chilly",FAQ,03/03/2025,1000,2500,1750
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Tomato,Tomato,FAQ,03/03/2025,250,500,375
Gujarat,Rajkot,Upleta,"Bengal Gram(Gram)(Whole)","Desi (Whole)",Non-FAQ,03/03/2025,4500,4700,4600
Gujarat,Sabarkantha,Bayad,Wheat,Other,FAQ,03/03/2025,2000,2275,2100
Gujarat,Sabarkantha,Himatnagar,Mustard,Mustard,Non-FAQ,03/03/2025,4350,5140,4800
Gujarat,Sabarkantha,Himatnagar,Soyabean,Yellow,Non-FAQ,03/03/2025,3750,3950,3850
Gujarat,Sabarkantha,Khedbrahma,Cotton,RCH-2,FAQ,03/03/2025,6500,6800,6650
Gujarat,Sabarkantha,Talod,"Castor Seed",Caster,FAQ,03/03/2025,6200,6260,6230
Gujarat,Sabarkantha,Vadali,Soyabean,Other,Non-FAQ,03/03/2025,3625,3850,3737
Gujarat,Surat,Nizar,Cotton,Other,Non-FAQ,03/03/2025,7045,7185,7125
Gujarat,Surat,Songadh,"Black Gram (Urd Beans)(Whole)",Desi,Non-FAQ,03/03/2025,6560,7500,7450
Gujarat,Surat,Surat,Brinjal,Other,FAQ,03/03/2025,1000,2500,1750
Gujarat,Surat,Surat,Capsicum,Other,FAQ,03/03/2025,1200,2000,1600
Gujarat,Surat,Surat,"Elephant Yam (Suran)",Other,FAQ,03/03/2025,5500,6000,5750
Gujarat,Surat,Surat,Lemon,Other,FAQ,03/03/2025,2000,9000,5500
Gujarat,Surat,Surat,"Peas cod",Other,FAQ,03/03/2025,1600,2800,2200
Gujarat,Surendranagar,Sayala,Cotton,"Shanker 6 (B) 30mm FIne",FAQ,03/03/2025,7200,7300,7250
Gujarat,Surendranagar,Vadhvan,"Bhindi(Ladies Finger)",Bhindi,FAQ,03/03/2025,4000,4500,4250
Gujarat,Surendranagar,Vadhvan,Brinjal,Brinjal,FAQ,03/03/2025,2000,3000,2500
Gujarat,Surendranagar,Vadhvan,Cucumbar(Kheera),Cucumbar,FAQ,03/03/2025,2000,3000,2500
Gujarat,Surendranagar,Vadhvan,"Green Chilli","Green Chilly",FAQ,03/03/2025,1500,2500,2000
Gujarat,Surendranagar,Vadhvan,"Onion Green","Onion Green",FAQ,03/03/2025,1000,1500,1250
Gujarat,Surendranagar,Vadhvan,Potato,Potato,Non-FAQ,03/03/2025,1500,2000,1750
Gujarat,Vadodara(Baroda),Padra,Cauliflower,Other,FAQ,03/03/2025,500,800,650
Gujarat,Vadodara(Baroda),Padra,Spinach,Other,FAQ,03/03/2025,700,800,750
Haryana,Ambala,Barara,Cabbage,Other,FAQ,03/03/2025,400,400,400
Haryana,Ambala,Barara,Onion,Other,Non-FAQ,03/03/2025,1800,2000,1800
Haryana,Ambala,Barara,"Peas Wet",Other,FAQ,03/03/2025,1200,1500,1500
Haryana,Ambala,Barara,Pomegranate,Other,Medium,03/03/2025,7000,11000,7000
Haryana,Ambala,Barara,Pumpkin,Other,FAQ,03/03/2025,700,1400,800
Haryana,Ambala,Naraingarh,Apple,Other,Medium,03/03/2025,8000,8500,8350
Haryana,Ambala,Naraingarh,"Banana - Green",Other,FAQ,03/03/2025,2500,2800,2700
Haryana,Ambala,Naraingarh,Brinjal,Brinjal,FAQ,03/03/2025,1000,1500,1400
Haryana,Ambala,Naraingarh,Cucumbar(Kheera),Cucumbar,FAQ,03/03/2025,700,1400,900
Haryana,Ambala,Naraingarh,Ginger(Dry),Other,FAQ,03/03/2025,2200,4000,3500
Haryana,Ambala,Naraingarh,"Green Chilli","Green Chilly",FAQ,03/03/2025,2000,5500,4000
Haryana,Ambala,Naraingarh,"Peas Wet","Peas Wet",FAQ,03/03/2025,1200,2000,1800
Haryana,Ambala,Naraingarh,Potato,Potato,FAQ,03/03/2025,390,800,480
Haryana,Faridabad,Ballabhgarh,Beetroot,Beetroot,FAQ,03/03/2025,800,1200,1000
Haryana,Faridabad,Ballabhgarh,Cucumbar(Kheera),Other,FAQ,03/03/2025,1000,1400,1200
Haryana,Faridabad,Ballabhgarh,"Green Chilli",Other,FAQ,03/03/2025,2500,3200,3000
Haryana,Fatehabad,Fatehabad,Apple,Other,Large,03/03/2025,10000,10000,10000
Haryana,Fatehabad,Fatehabad,Onion,Other,FAQ,03/03/2025,2500,5000,3500
Haryana,Fatehabad,Jakhal,Potato,Other,FAQ,03/03/2025,700,700,700
Haryana,Gurgaon,Gurgaon,Apple,Other,Large,03/03/2025,8000,10000,9000
Haryana,Gurgaon,Gurgaon,Cabbage,Other,FAQ,03/03/2025,800,1000,900
Haryana,Gurgaon,Gurgaon,Carrot,Other,FAQ,03/03/2025,800,1000,900
Haryana,Gurgaon,Gurgaon,Cauliflower,Other,FAQ,03/03/2025,600,800,700
Haryana,Gurgaon,Gurgaon,Potato,Other,FAQ,03/03/2025,800,1000,900
Haryana,Gurgaon,Gurgaon,Tomato,Other,FAQ,03/03/2025,800,1000,900
Haryana,Gurgaon,Pataudi,Carrot,Other,FAQ,03/03/2025,700,900,800
Haryana,Gurgaon,Pataudi,Grapes,Other,Large,03/03/2025,5000,5500,5200
Haryana,Gurgaon,Sohna,Carrot,Carrot,FAQ,03/03/2025,800,1100,1000
Haryana,Gurgaon,Sohna,Methi(Leaves),Methi,FAQ,03/03/2025,1200,1300,1300
Haryana,Gurgaon,Sohna,Potato,Potato,FAQ,03/03/2025,1000,1100,1100
Haryana,Hissar,Barwala(Hisar),Cabbage,Other,FAQ,03/03/2025,500,600,600
Haryana,Hissar,Barwala(Hisar),Chikoos(Sapota),Other,Medium,03/03/2025,4000,5000,4500
Haryana,Hissar,Barwala(Hisar),Grapes,Other,Medium,03/03/2025,5000,6000,5500
Haryana,Hissar,Barwala(Hisar),Guava,Other,Medium,03/03/2025,3000,4000,3500
Haryana,Hissar,Barwala(Hisar),Raddish,Other,FAQ,03/03/2025,500,600,600
Haryana,Hissar,Hansi,"Mousambi(Sweet Lime)",Other,Medium,03/03/2025,3000,3500,3000
Haryana,Hissar,Hansi,Pomegranate,Other,Medium,03/03/2025,6000,10000,8000
Haryana,Hissar,Hansi,Potato,Other,FAQ,03/03/2025,1000,3500,2000
Haryana,Hissar,Uklana,Carrot,Carrot,FAQ,03/03/2025,400,500,500
Haryana,Hissar,Uklana,Raddish,Raddish,FAQ,03/03/2025,400,500,500
Haryana,Hissar,Uklana,Spinach,Spinach,FAQ,03/03/2025,500,600,600
Haryana,Jhajar,Bahadurgarh,Beetroot,Other,FAQ,03/03/2025,2500,3000,2800
Haryana,Jhajar,Bahadurgarh,Capsicum,Other,FAQ,03/03/2025,4500,5000,4800
Haryana,Jhajar,Bahadurgarh,Pomegranate,Other,Medium,03/03/2025,11000,12000,11500
Haryana,Jhajar,Bahadurgarh,Raddish,Other,FAQ,03/03/2025,800,1000,900
Haryana,Jhajar,Bahadurgarh,Tomato,Other,FAQ,03/03/2025,800,1000,900
Haryana,Jind,Safidon,Banana,Other,Medium,03/03/2025,3000,3000,3000
Haryana,Jind,Safidon,Grapes,Other,Medium,03/03/2025,5000,5000,5000
Haryana,Jind,Uchana,Paddy(Dhan)(Basmati),1121,FAQ,03/03/2025,2751,3175,3100
Haryana,Kaithal,Dhand,Apple,Other,Medium,03/03/2025,8000,9000,8800
Haryana,Kaithal,Siwan,"Green Chilli",Other,FAQ,03/03/2025,4000,4050,4000
Haryana,Kaithal,Siwan,"Peas Wet",Other,FAQ,03/03/2025,1200,1300,1300
Haryana,Karnal,Indri,Mustard,Sarson(Black),Non-FAQ,03/03/2025,5425,5531,5450
Haryana,Karnal,Indri,Onion,Other,FAQ,03/03/2025,2500,2700,2500
Haryana,Karnal,Indri,Pomegranate,Other,Medium,03/03/2025,10000,10000,10000
Haryana,Karnal,Indri,Potato,Other,FAQ,03/03/2025,800,1000,800
Haryana,Karnal,"New Grain Market(main), Karnal",Apple,Other,Large,03/03/2025,10000,12000,11000
Haryana,Karnal,"New Grain Market(main), Karnal",Banana,Other,Large,03/03/2025,2800,3000,2900
Haryana,Karnal,"New Grain Market(main), Karnal",Ber(Zizyphus/Borehannu),Ber(Zizyphus),Large,03/03/2025,4000,5000,4500
Haryana,Karnal,"New Grain Market(main), Karnal",Brinjal,Other,FAQ,03/03/2025,800,1000,900
Haryana,Karnal,"New Grain Market(main), Karnal","Green Chilli","Green Chilly",FAQ,03/03/2025,5500,5500,5500
Haryana,Karnal,"New Grain Market(main), Karnal",Guava,Guava,Large,03/03/2025,6000,7000,6500
Haryana,Karnal,"New Grain Market(main), Karnal",Guava,Guava,Medium,03/03/2025,4500,5000,4800
Haryana,Karnal,"New Grain Market(main), Karnal",Kinnow,Kinnow,Large,03/03/2025,4500,5000,4800
Haryana,Karnal,"New Grain Market(main), Karnal",Lemon,Other,FAQ,03/03/2025,3000,4000,3500
Haryana,Karnal,"New Grain Market(main), Karnal",Onion,Other,FAQ,03/03/2025,2300,2500,2400
Haryana,Karnal,"New Grain Market(main), Karnal","Onion Green","Onion Green",FAQ,03/03/2025,1000,1000,1000
Haryana,Karnal,"New Grain Market(main), Karnal",Pomegranate,Pomogranate,Medium,03/03/2025,11000,13000,12000
Haryana,Karnal,"New Grain Market(main), Karnal",Pomegranate,Pomogranate,Small,03/03/2025,6000,8000,7000
Haryana,Karnal,"New Grain Market(main), Karnal",Raddish,Other,FAQ,03/03/2025,300,600,450
Haryana,Karnal,"New Grain Market(main), Karnal",Turnip,Turnip,FAQ,03/03/2025,200,600,400
Haryana,Karnal,Tarori,Apple,Apple,Medium,03/03/2025,6000,7000,6500
Haryana,Karnal,Tarori,Banana,Other,Medium,03/03/2025,1500,2000,1800
Haryana,Karnal,Tarori,Onion,Other,Non-FAQ,03/03/2025,1500,2000,1800
Haryana,Kurukshetra,Iamailabad,Banana,Other,Large,03/03/2025,2500,3050,2850
Haryana,Kurukshetra,Ladwa,"Bottle gourd","Bottle Gourd",FAQ,03/03/2025,2000,2000,2000
Haryana,Kurukshetra,Ladwa,Coriander(Leaves),Coriander,FAQ,03/03/2025,600,800,700
Haryana,Kurukshetra,Ladwa,"Green Chilli","Green Chilly",FAQ,03/03/2025,3000,7000,5000
Haryana,Kurukshetra,Ladwa,"Leafy Vegetable","Leafy Vegetables",FAQ,03/03/2025,1500,1500,1500
Haryana,Kurukshetra,Ladwa,Lemon,Lemon,FAQ,03/03/2025,5000,5000,5000
Haryana,Kurukshetra,Ladwa,Methi(Leaves),Methi,FAQ,03/03/2025,500,500,500
Haryana,Kurukshetra,Ladwa,Onion,Onion,Non-FAQ,03/03/2025,2500,2600,2550
Haryana,Kurukshetra,Ladwa,Pomegranate,Pomogranate,Medium,03/03/2025,8000,8000,8000
Haryana,Kurukshetra,Ladwa,Tomato,Tomato,Non-FAQ,03/03/2025,500,1000,800
Haryana,Kurukshetra,Pehowa,"Bottle gourd",Other,FAQ,03/03/2025,800,900,900
Haryana,Kurukshetra,Shahabad,"Bitter gourd","Bitter Gourd",FAQ,03/03/2025,5500,5500,5500
Haryana,Kurukshetra,Shahabad,Cabbage,Cabbage,FAQ,03/03/2025,200,200,200
Haryana,Kurukshetra,Shahabad,Cucumbar(Kheera),Cucumbar,FAQ,03/03/2025,800,1200,1000
Haryana,Kurukshetra,Shahabad,Ginger(Dry),Vegitable-fresh,FAQ,03/03/2025,5500,5800,5600
Haryana,Kurukshetra,Shahabad,Lemon,Other,FAQ,03/03/2025,6000,6000,6000
Haryana,Kurukshetra,Shahabad,Mustard,"Yellow (Black)",FAQ,03/03/2025,5660,7200,6630
Haryana,Kurukshetra,Shahabad,Mustard,"Yellow (Black)",Non-FAQ,03/03/2025,4230,5610,4900
Haryana,Kurukshetra,Shahabad,Pomegranate,Pomogranate,Medium,03/03/2025,6500,9000,8000
Haryana,Kurukshetra,Shahabad,Spinach,Spinach,FAQ,03/03/2025,600,800,700
Haryana,Kurukshetra,Shahabad,Turnip,Turnip,FAQ,03/03/2025,400,400,400
Haryana,Mahendragarh-Narnaul,Mohindergarh,"Bottle gourd","Bottle Gourd",FAQ,03/03/2025,1000,1100,1100
